id,track_name,popularity,track_id,duration_ms,album_name,release_date,total_tracks,artist_names,artist_ids,genre
10714,Good Thing (with Kehlani),61,5aUSEPNd3m5xliFK4pn5mU,210901,Good Thing (with Kehlani),2019-09-27,1,"['Zedd', 'Kehlani']","['2qxJFvFYMEDqd7ui6kSAcq', '0cGUm45nv7Z6M6qdXYQGTX']",techno
10715,I Want You,66,5UM6P3y6794GYNOzZvj2zh,187286,I Want You,2023-05-05,3,"['Butch', 'Nic Fanciulli']","['5kLzaeSHrmS7okc5XNE6lv', '7btR5VXutQv39SDEzcfXEk']",techno
10716,Spectrum,58,1dFkD1JfRMzwO6hwUsE8aS,243413,Clarity,2012-01-01,10,"['Zedd', 'Matthew Koma']","['2qxJFvFYMEDqd7ui6kSAcq', '1mU61l2mcjEFraXZLpvVMo']",techno
10717,We Groovin (with Jazzy),62,6LiuMpZjyjjuXFP5Ljo9bv,181935,We Groovin (with Jazzy),2024-03-01,1,"['Jamie Jones', 'Jazzy']","['4admDxmnri5Zco0xYrJ0ji', '7zAAwgV5Wqmvpb4GzvlRkP']",techno
10718,好き好き大好き - 2016 Remaster,59,6x1TTTokRumrQK4qqZONtG,214413,好き好き大好き,2016-12-21,8,['Jun Togawa'],['6fI3ZQseiBwzjXLSVuJGEI'],techno
10719,Funny,58,4FYbo4yQzu3hGkj2Ix4ucW,221465,Funny,2020-07-16,1,"['Zedd', 'Jasmine Thompson']","['2qxJFvFYMEDqd7ui6kSAcq', '2TL8gYTNgD6nXkyuUdDrMg']",techno
10720,Heaven,61,5Hh09KHzQ9NRjRd6HIes5R,238270,Heaven,2024-05-31,1,"['Sara Landry', 'Alt8']","['7eILArMiTFTQf8SEh5fFHK', '7uS4z6GqvIIdZbVq327Ak9']",techno
10721,Loneliness (ASOT 1182) - Pink Panda Remix,38,1R06lg0ehB6e8b5ATIGpJJ,148810,ASOT 1182 - A State of Trance Episode 1182 (Including Live at Tomorrowland 2020 - Around The World),2024-07-18,72,"['Tomcraft', 'Pink Panda']","['2E4lzxgBnCEqLawsXeRKWp', '4DBNGKCWVHaxuDNBAgTiJH']",techno
10722,Don't You Want Me (ASOT 1182) - KI/KI Remix,36,7g7lRtthEeNGTiI8YHAfRY,120650,ASOT 1182 - A State of Trance Episode 1182 (Including Live at Tomorrowland 2020 - Around The World),2024-07-18,72,"['Felix', 'KI/KI']","['6iRRErKYy1iojOaJoq6Ltk', '0UMs6dTf23FC2fHc40fXNS']",techno
10723,Run,64,4bczCp8ojdY0R4EpCaqkfQ,167500,Run,2023-12-29,2,"['ATB', 'Nu Aspect', 'Orem']","['7jZM5w05mGhw6wTB1okhD9', '4NhRml5ZOfNaYJAHUE0XwT', '1HjQ6IQwNatqgTtFnklIoL']",techno
10724,Make You Say,54,1elhmWW7Bv0MOQj2gAsyoV,206000,Make You Say,2022-08-19,1,"['Zedd', 'Maren Morris', 'BEAUZ']","['2qxJFvFYMEDqd7ui6kSAcq', '6WY7D3jk8zTrHtmkqqo5GI', '2Wzb0u138rgoZQTK3ytknT']",techno
10725,365,61,2XWjPtKdi5sucFYtVav07d,181899,365,2019-02-14,1,"['Zedd', 'Katy Perry']","['2qxJFvFYMEDqd7ui6kSAcq', '6jJ0s89eD6GaHleKKya26X']",techno
10726,Everytime We Touch - Hardwell & Maurice West Remix,64,18rHGxr6QDiPieSTo7cUGL,216441,Everytime We Touch (Hardwell & Maurice West Remix),2018-08-06,1,"['Cascada', 'Maurice West']","['0N0d3kjwdY2h7UVuTdJGfp', '1qF8DC6uIBjskqP0hyw1Gk']",techno
10727,Bad Boy,57,1p5jgCAGFDBIBs6ZbWIMvA,191843,Everytime We Touch (Premium Edition),2010-02-12,45,['Cascada'],['0N0d3kjwdY2h7UVuTdJGfp'],techno
10728,Jump (JumpStyle TikTok),62,0L4HEvCrHOY8ff4BOnlBhO,112933,Jump (JumpStyle TikTok),2023-05-22,3,['Aiden Music'],['6M4QfNzj433rXVijCYpKoB'],techno
10729,Metro,62,1YWLrDcr0yl0GfeDvuGX1z,239585,Metro,2023-07-14,1,"['Kevin de Vries', 'Mau P']","['11aPF3sc8lDWNqPVInm4Zx', '0w1sbtZVQoK6GzV4A4OkCv']",techno
10730,Somebody To Love,66,6uYnM3pZBgvEh95lrsqSJS,136195,Somebody To Love,2021-03-12,1,['Basstrologe'],['6OMAZu0PYOsl3kONOQV9Zk'],techno
10731,When Love Takes Over,68,6Gm4p3O6RqNXmIq3u4uyLD,126890,When Love Takes Over,2023-07-23,1,['NO EMOTION'],['1BgQ3C1p54I1vmG21Mhy0m'],techno
10732,Find You,48,1gpF8IwQQj8qOeVjHfIIDU,203306,Divergent: Original Motion Picture Soundtrack,2014-01-01,9,"['Zedd', 'Matthew Koma', 'Miriam Bryant']","['2qxJFvFYMEDqd7ui6kSAcq', '1mU61l2mcjEFraXZLpvVMo', '2zd9YxlsQvA5mkZ1NarYVQ']",techno
10733,Everytime We Touch - Nightcore & KYANU Edit,57,40aG6sP7TMy3x1J1zGW8su,148478,Nightcore,2015-09-11,41,"['Cascada', 'KYANU']","['0N0d3kjwdY2h7UVuTdJGfp', '3VuZZ1n0XGacnz96Ys8mrZ']",techno
10734,Intoxicated (Slowed),59,5d2ND4hQ2zyeB3UI6fhn0I,134644,Intoxicated (Slowed),2024-05-16,1,['Doruksen'],['4QualaVaoF8vYnpJ5o8Pw6'],techno
10735,Miracle - RÜFÜS DU SOL Remix,58,2yTjbIZDwHO41HIwDNPB8K,503475,Miracle - RÜFÜS DU SOL Remix,2023-10-13,2,"['Adriatique', 'WhoMadeWho', 'RÜFÜS DU SOL']","['02DWGcShQivFepRvGJ7xhB', '50Lr1puweM1hFsF1LpIZLM', '5Pb27ujIyYb33zBqVysBkj']",techno
10736,Sweet Dreams,63,2wz5weI4PREzpexKfrKgwv,204586,Greatest Hits,2007,16,['La Bouche'],['488v7rQzthLNK22r0UvMie'],techno
10737,Evacuate the Dancefloor,50,4Zfq7r0v4FKeoxwhyLYSyb,205884,Back On the Dancefloor,2012-04-27,30,['Cascada'],['0N0d3kjwdY2h7UVuTdJGfp'],techno
10738,Be My Lover,69,3vSn1frPgFcRXrjWOfhMLl,240866,Best Of La Bouche feat. Melanie Thornton (feat. Melanie Thornton),2003-03-28,20,['La Bouche'],['488v7rQzthLNK22r0UvMie'],techno
10739,"Kernkraft 400 - DJ Gius Mix, Radio Edit",60,7g8cjrj0sXScNE727685JE,207266,Kernkraft 400 Single Mixes,2006-03-07,3,['Zombie Nation'],['7vFpNLbCXbBFs4kFBUlkSl'],techno
10740,Roar,61,1FubT3w22RMHC3vreAL7cH,355879,Roar,2024-04-11,2,['Charlotte de Witte'],['1lJhME1ZpzsEa5M0wW6Mso'],techno
10741,Candyman,48,0NWQTyapmz4GuDTSN9xTB7,178920,Candyman,2016-02-26,1,"['Zedd', 'Aloe Blacc']","['2qxJFvFYMEDqd7ui6kSAcq', '0id62QV2SZZfvBn9xpmuCl']",techno
10742,How To Listen To This Album,60,0Py4iHLT1CPUOB6UJCrKeq,150461,Echoes,2021-11-26,10,['Stereoclip'],['4x2Ejyd2OGXtZrPvAQWvYL'],techno
10743,Fine Fine Baby (with Kah-Lo),56,5wEZ2qosMq4JnIY050e7GO,158716,Fine Fine Baby (with Kah-Lo),2023-12-01,1,"['Jamie Jones', 'Kah-Lo']","['4admDxmnri5Zco0xYrJ0ji', '59iOp415oyqGlBHyAhu4z3']",techno
10744,Kernkraft 400 - Sport Chant Stadium Remix,50,3f2fyR55BFMl3ZWS5S3BUZ,331280,Kernkraft 400 (Sport Chant Stadium Remix),2006-01-01,1,['Zombie Nation'],['7vFpNLbCXbBFs4kFBUlkSl'],techno
10745,Inside Out (feat. Griff),50,6IiCb4PCrDgqLuDWgHhFi7,186245,Inside Out (feat. Griff),2020-10-23,1,"['Zedd', 'Griff']","['2qxJFvFYMEDqd7ui6kSAcq', '5RJFJWYgtgWktosLrUDzff']",techno
10746,Sunset Drive,59,7zybSU9tFO9HNlwmGF7stc,234300,Echoes,2021-11-26,10,['Stereoclip'],['4x2Ejyd2OGXtZrPvAQWvYL'],techno
10747,Omen,60,144adL7pGHEWRwute2wxzZ,216026,Invaders Must Die,2009-02-23,11,['The Prodigy'],['4k1ELeJKT1ISyDv8JivPpB'],techno
10748,DLMD,57,2d9EgBM9F09IkEG8t9T6L8,160212,DLMD,2020-04-16,1,"['Darren Styles', 'TNT', 'Technoboy', 'Tuneboy']","['2gZzTzeACSwFqkMroVxmnm', '1CqOLQmjzVWXQTiIN5Wucs', '37jL2LnGjAkadOCszr8v7C', '3mZnhzeAyjpFhO3cIepzBr']",techno
10749,Heartbeat,62,68Q6c22JNyLUlZYX4dE2tn,329537,Charmer,2015-10-16,13,"['Claptone', 'Nathan Nicholson']","['4mncDFjVLUa3s025Tct3Ry', '4q8SjmBr5X7DUmVvrnNrsd']",techno
10750,When The Bass Is Too Loud,58,2aq00SgjNKaGKtCUxmKc4L,272008,When The Bass Is Too Loud EP,2024-06-18,4,['Alignment'],['4eFbq5PZgW7YbtA65PP4wS'],techno
10751,Children - Radio Edit,61,7Bg90Jhm3Dhtu7m2YCpo6C,206222,Children,2022-07-15,2,"['Deborah de Luca', 'Robert Miles']","['144HzhpLjcR9k37w5Ico9B', '2YVF0Ou5zIc4mpgtLIlGN0']",techno
10752,How You Move - Edit,55,1biKqdOsiIo2JekJ8UPX1x,169614,How You Move,2024-06-20,2,['Charlotte de Witte'],['1lJhME1ZpzsEa5M0wW6Mso'],techno
10753,Red Armor,54,4lokwaruKSA4UVymx6JqXc,280079,EUROMANTIC001,2017-11-03,4,['Niki Istrefi'],['0Rx7qgEFYklSZgXkFgwLZL'],techno
10754,The Logical Song,66,18kaCWM0OOdSQTnxCcoSU5,235413,Push The Beat For This Jam (The Second Chapter),2002-01-07,32,['Scooter'],['0HlxL5hisLf59ETEPM3cUA'],techno
10755,Ignite - 2016 League Of Legends World Championship,53,39rqDP2s2hN1JtXptyeM3u,195466,Ignite (2016 League Of Legends World Championship),2016-09-23,1,['Zedd'],['2qxJFvFYMEDqd7ui6kSAcq'],techno
10756,Rave Harder Techno Bass,62,1tkS8yt5NwTZkqFvZMxM0F,360000,Rave Harder Techno Bass,2022-03-18,1,['Mark Dekoda'],['3FzG2HgsgPRfwpX1qSK1g8'],techno
10757,No Eyes - Radio Edit,61,55bfXeq8wXtyKQtSZB3KYF,204992,No Eyes,2013-09-30,6,"['Claptone', 'JAW']","['4mncDFjVLUa3s025Tct3Ry', '05BpORreAobgNUA5feAsui']",techno
10758,Ecstasy,52,0wYVNC09iLBVIqHB07Hckt,261093,No Silence,2004-05-24,13,['ATB'],['7jZM5w05mGhw6wTB1okhD9'],techno
10759,Hare Ram,54,1MxkZ4ybCA4ordKzbGRN2O,199727,Hare Ram,2024-02-16,1,['Lilly Palmer'],['4h8IEOdrg60WM5XGyNOCVU'],techno
10760,Voodoo People - Pendulum Mix,60,5wqlRFdpJ1a4kMIBSWeCnN,307813,Voodoo People / Out of Space,2005-10-03,3,"['The Prodigy', 'Pendulum']","['4k1ELeJKT1ISyDv8JivPpB', '7MqnCTCAX6SsIYYdJCQj9B']",techno
10761,Hold On (feat. Cheat Codes) - Radio Edit,50,0XnHIhm9ppEHHDSRESdEcV,178560,Hold On (feat. Cheat Codes) [Radio Edit],2015-09-11,1,"['MOGUAI', 'Cheat Codes']","['4xgFgBZ7CRtgtHcziClOwQ', '7DMveApC7UnC2NPfPvlHSU']",techno
10762,Get Low (with Liam Payne),52,2syQ0f4SAQdzvlAewPl1DJ,204583,Get Low (with Liam Payne),2017-07-06,1,"['Zedd', 'Liam Payne']","['2qxJFvFYMEDqd7ui6kSAcq', '5pUo3fmmHT8bhCyHE52hA6']",techno
10763,Flip Ya Lid,54,6qb76Rj7bFYI4ZafAYlH96,324173,In A Space Outta Sound,2006-02-20,12,['Nightmares On Wax'],['4tNxq9NGKTKaX8OkZBLgf0'],techno
10764,Answer (ABGT587) - Mixed,38,71K0xtwY0Ag4h5yDVdFWAp,215040,Group Therapy 587 (DJ Mix),2024-07-13,18,"['Dosem', 'SOHMI']","['0zmnkCTbAxYsZAMIqXEzfS', '0gUsjVKHygvZgi27L2QViK']",techno
10765,Mr. Vain Recall - Radio Edit,61,2JjDgorBAd8Er6IS5Weyok,213413,Mr. Vain Recall,2009-07-24,4,['Culture Beat'],['0BZ3BHzfYwpd3k5TDnvAz8'],techno
10766,Queen of the Banshees - Nico Moreno Remix,56,1RM4nxRkTwXtOKilbWtsKk,342453,Queen of the Banshees,2021-01-18,4,"['Sara Landry', 'Nico Moreno']","['7eILArMiTFTQf8SEh5fFHK', '6fjhNhp9IoeiZpEXq9AT2S']",techno
10767,Be My Lover,56,5Y3W09WHcXPx7eZ7s9gdMs,240866,Greatest Hits,2007,16,['La Bouche'],['488v7rQzthLNK22r0UvMie'],techno
10768,Monaco (ABGT588) - Mixed,34,5GK9Ap9hGP08vffNZmJ0mb,276000,Group Therapy 588 (DJ Mix),2024-07-20,25,['Entel'],['7GGwx6zEvL8TPiU4lP7bwa'],techno
10769,Intoxicated,58,6IfUW6lNAkiW3VVVzf9zYP,309294,Intoxicated,2023-02-17,1,['Doruksen'],['4QualaVaoF8vYnpJ5o8Pw6'],techno
10770,ORION,59,5EhsdUx1N4JTcokotQT71c,201569,ORION,2024-01-19,1,"['Space 92', 'HI-LO']","['6TVdVlY6irsNPkMHT2HkfD', '0ETJQforv5OXgDgidQv9qd']",techno
10771,Exploration of Space,55,0P2sfcfRD0lWw4b8eXegmR,216360,Exploration of Space,2001-01-19,8,['Cosmic Gate'],['6ySxYu68zTsO5ghsThpGtS'],techno
10772,Everytime We Touch,61,5aEqcblO0Z6JloFJXtxyhe,197124,Platinum,2006,29,['Cascada'],['0N0d3kjwdY2h7UVuTdJGfp'],techno
10773,On The Beach - Kryder Remix,53,57Y9YzDxXB2sVlhvqK94sK,173841,On The Beach (Kryder Remix),2020-12-18,3,"['YORK', 'Kryder']","['20L5MecnuNujUE6imrfK0Q', '1xfLBmx0n8DQri9HxJsq9O']",techno
10774,addicted to you tekkno,62,2UsioXuoS0jpSFsB6NM6il,132000,addicted to you tekkno,2022-10-19,1,['TEKKNO'],['0aUMVkR8QV0LSdv9VZOATn'],techno
10775,Breathe,60,4gD1qMyIjDyz7Te8nlQEji,223248,Breathe,2024-03-22,1,['Amelie Lens'],['5Ho1vKl1Uz8bJlk4vbmvmf'],techno
10776,Ain't No Mountain High Enough - Jax Jones Remix,48,6eFktLX7Y18gk11mEEoZUz,140956,Ain't No Mountain High Enough (Jax Jones Remix),2024-05-31,1,"['Cascada', 'Jax Jones']","['0N0d3kjwdY2h7UVuTdJGfp', '4Q6nIcaBED8qUel8bBx6Cr']",techno
10777,Prisoner,53,4MZvGawjIrPQpViMTfKb66,308642,Prisoner,2024-07-05,2,"['Sara Landry', 'Alex Farell']","['7eILArMiTFTQf8SEh5fFHK', '02AllsoWp6Gf9O26tNXf8I']",techno
10778,Invaders Must Die,54,1j6lrR4BzRGKwvAPfrIcbf,295026,Invaders Must Die,2009-02-23,11,['The Prodigy'],['4k1ELeJKT1ISyDv8JivPpB'],techno
10779,All Night Alone - Chris Lake Edit,49,49tMnLt1iXNT6QBOsepFyg,179304,All Night Alone (Chris Lake Edit),2020-08-14,1,"['Josement', 'Chris Lake']","['2Fue2rkq7Fya36fknD1EaC', '5Igpc9iLZ3YGtKeYfSrrOE']",techno
10780,On My Mind - Enzo is Burning Remix,61,6OYWH6FZgixV7e7VN14neq,162748,On My Mind (Enzo is Burning Remix),2024-04-26,2,"['Alan Fitzpatrick', 'Ronnie Spiteri', 'Enzo is Burning']","['40JyDxGqtYSowWYT2jaive', '7tH1Y2LeCe2LUxvru8y7Df', '2KIWGryAlZJj1PwpdRTDCB']",techno
10781,Euphoria,57,5QjfEMyFm4YTyYTbHvriGT,158399,Euphoria,2023-03-17,1,['Claptone'],['4mncDFjVLUa3s025Tct3Ry'],techno
10782,La Musa (with Miluhska),50,5IGqDVkK8bDHuQqsYvUvMt,183830,La Musa (with Miluhska),2024-07-19,1,"['Jamie Jones', 'Miluhska']","['4admDxmnri5Zco0xYrJ0ji', '7N3So4jUBd3uUbbx40TjpY']",techno
10783,Lost At Sea,44,3Gwq0zKnMWluOEPKh93BeC,225840,Clarity,2012-01-01,10,"['Zedd', 'Ryan Tedder']","['2qxJFvFYMEDqd7ui6kSAcq', '4we5S2VLjgY9KzIzApL1KI']",techno
10784,Simulator - Odd Mob Remix,48,0GiT71RKKiZbmBH4u3VoU1,251076,Simulator Remixes,2024-07-12,3,"['Adam Beyer', 'Green Velvet', 'Odd Mob']","['1btv9qmIpbp7q1ixCYNdHu', '3ABaec4jjl95VqmG1iD4k2', '4qLwtWhlhyAoQ4S9mSrDW9']",techno
10785,Let's Go Dancing - Matroda Remix,47,4bhe0PVXsnv9Zvo9DKD27N,195473,Let's Go Dancing (Matroda Remix),2024-02-02,1,"['Tiga', 'Audion', 'Matroda']","['5l9wiTZVfqQTfMDOt0HtwC', '1ygSVTF0A998n2Z3nmLei8', '45lcbTsX07JWzmTIjcdyBz']",techno
10786,Vente,53,5il5NxrB2dsemKG7T7uLGO,182891,Vente,2023-11-17,2,"['Nic Fanciulli', 'Calussa']","['7btR5VXutQv39SDEzcfXEk', '0BlAuudg3BELkqP2nONKSW']",techno
10787,Sky and Sand,68,3ZSqMer9RLSglvi18bWXYV,230500,Berlin Calling (The Soundtrack by Paul Kalkbrenner),2013-07-12,12,"['Paul Kalkbrenner', 'Fritz Kalkbrenner']","['0rasA5Z5h1ITtHelCpfu9R', '08Ut1tYxtmgIInVyQqohkM']",techno
10788,We Control,57,1dzvje2q7KX8k1U9eOT6Pv,206625,We Control,2022-02-25,1,['Lilly Palmer'],['4h8IEOdrg60WM5XGyNOCVU'],techno
10789,Kiss From A Rose,46,5LNFAjkC0DhgUfiQcKHrX4,155624,Kiss From A Rose,2024-06-28,1,"['Green Velvet', 'Marco Lys', 'Walter Phillips']","['3ABaec4jjl95VqmG1iD4k2', '5WiohqjMNs7MtChjoHE9D1', '59WleqeZMvAUVl6ROkjahJ']",techno
10790,Dance With Me,57,0VbexUMmRVxsshn5PPqrfW,391590,Dance With Me EP,2022-09-07,2,['Kevin de Vries'],['11aPF3sc8lDWNqPVInm4Zx'],techno
10791,Time Machine (with MSPUIYI),52,0mZFBV9kO5a9DmzV16j9IA,147310,Time Machine (with MSPUIYI),2023-11-24,1,"['Gammer', 'Naeleck', 'MSPUIYI']","['5nd7jnne7zbsV2J5jBKNOY', '2DYDFBqoaBP2i9XrTGpOgF', '1kcyeJ6CdwVqRsKEmkb9Ul']",techno
10792,Say It Right,62,7v9PgkhtIlivxuFXO1Dl1V,165209,Say It Right,2023-08-11,1,"['Macon', 'Enny-Mae']","['2Tubog1fy1Lw5OXVFOpgfJ', '61PUjJm9JH5ck3LxD6RypE']",techno
10793,Gravity (feat. Laura Korinth) - Edit,61,30WnQsvwFeYEd9k08vV7Dl,216000,Gravity (feat. Laura Korinth),2019-07-12,2,"['Boris Brejcha', 'Laura Korinth']","['6caPJFLv1wesmM7gwK1ACy', '060duYsbrXFx0FDnlhs72T']",techno
10794,House Music (feat. Arctic Lake) (feat. Arctic Lake) - Edit,58,4CgWViOVEbDKtcVVkFwYgh,179520,House Music (feat. Arctic Lake) (feat. Arctic Lake) [Edit],2021-04-30,1,"['Boris Brejcha', 'Arctic Lake']","['6caPJFLv1wesmM7gwK1ACy', '0IEPb9ily3E5IAYMSkwtQ6']",techno
10795,Done With Love,43,0qlAureWHln3vDCsqnkyRE,296280,True Colors,2015-05-18,11,['Zedd'],['2qxJFvFYMEDqd7ui6kSAcq'],techno
10796,Reflection,56,21WIoAisDlLyEsRAZX35CT,406584,Reflection EP,2023-03-17,3,"['Charlotte de Witte', 'Enrico Sangiuliano']","['1lJhME1ZpzsEa5M0wW6Mso', '1u7DsNFbakULvxnDGtMm90']",techno
10797,What To Do - &ME Remix,55,3PpvhYXmJdfoxeXGWJmeas,504590,What to Do (Remixes),2018-10-26,2,"['Guy Gerber', '&ME']","['3bqBkAzdPwEDe1JUvb7ZeC', '5mIowAJMp7RKNheelruV5z']",techno
10798,Addicted To A Memory,44,0xTGfdrWzJLKRD4U6hxSsg,303160,True Colors,2015-05-18,11,"['Zedd', 'Bahari']","['2qxJFvFYMEDqd7ui6kSAcq', '0fs8oBR1rx7JIXZi75h7Uu']",techno
10799,Kernkraft 400,53,6PUzxtIHkv346yP89NzP9X,285173,Kernkraft 400 Single Mixes,2006-03-07,3,['Zombie Nation'],['7vFpNLbCXbBFs4kFBUlkSl'],techno
10800,Nessaja,64,5RGiyzMQrBQQwMRid7SE65,208933,Encore - Live And Direct,2002-05-13,18,['Scooter'],['0HlxL5hisLf59ETEPM3cUA'],techno
10801,10:35,77,36gcliMRX1vCpgnrZE3dFZ,172252,DRIVE,2023-04-21,12,"['Tiësto', 'Tate McRae']","['2o5jDhtHVPhrJdv3cEQ99Z', '45dkTj5sMRSjrmBSBeiHym']",trance
10802,Drifting,76,4EmH2iRucAgCOnhuJRotUi,147692,Drifting,2023-06-22,1,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],trance
10803,10:35,75,6BePGk3eCan4FqaW2X8Qy3,172252,10:35,2022-11-03,1,"['Tiësto', 'Tate McRae']","['2o5jDhtHVPhrJdv3cEQ99Z', '45dkTj5sMRSjrmBSBeiHym']",trance
10804,Lay Low,77,3IhM5Mber8KA0NaRNpK2px,153442,DRIVE,2023-04-21,12,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],trance
10805,The Motto,73,3j11iDncb7ZeDMw7lFucqM,164818,DRIVE,2023-04-21,12,"['Tiësto', 'Ava Max']","['2o5jDhtHVPhrJdv3cEQ99Z', '4npEfmQ6YuiwW1GpUmaq3F']",trance
10806,The Business,74,57uNXnf4ciHYP4HktbIbzC,164000,DRIVE,2023-04-21,12,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],trance
10807,The Motto,75,18asYwWugKjjsihZ0YvRxO,164818,The Motto,2021-11-04,1,"['Tiësto', 'Ava Max']","['2o5jDhtHVPhrJdv3cEQ99Z', '4npEfmQ6YuiwW1GpUmaq3F']",trance
10808,Black Hole,67,1g5Jqwo02PuitYfv19B6Jn,179186,Darkbloom,2022-10-14,10,"['We Came As Romans', 'Caleb Shomo']","['6qO6LhD6FuXK5e2PtfAIMz', '0YbrhcmTTHZbsXyqjsGCGD']",trance
10809,Jackie Chan,70,4kWO6O1BUXcZmaxitpVUwp,215759,Jackie Chan,2018-05-18,1,"['Tiësto', 'Dzeko', 'Preme', 'Post Malone']","['2o5jDhtHVPhrJdv3cEQ99Z', '5vQfv3s2Z2SRdPZKr82ABw', '0bdJZl7TDeiymDYzMJnVh2', '246dkjvS1zLTtiykXe5h60']",trance
10810,The Business,74,6f3Slt0GbA2bPZlz0aIFXN,164000,The Business,2020-09-16,1,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],trance
10811,Wasted,61,7m3povhdMDLZwuEKak0l0n,190013,A Town Called Paradise (Deluxe),2014-06-13,18,"['Tiësto', 'Matthew Koma']","['2o5jDhtHVPhrJdv3cEQ99Z', '1mU61l2mcjEFraXZLpvVMo']",trance
10812,Hot Honey,0,7fZtgiJSNJ2QarKKKSssBp,167880,Hot Honey,2024-07-25,1,"['Tiësto', 'Alana Springsteen']","['2o5jDhtHVPhrJdv3cEQ99Z', '4TPT9nwjRvEV49q7f8p4fy']",trance
10813,Your Love (9PM),75,5YaskwnGDZFDRipaqzbwQx,150052,Your Love (9PM),2021-01-15,1,"['ATB', 'Topic', 'A7S']","['7jZM5w05mGhw6wTB1okhD9', '0u6GtibW46tFX7koQ6uNJZ', '5Wg2b4Mp42gicxEeDNawf7']",trance
10814,On & On,70,6wLqNGHQIja6xqT0cfrzBB,170578,Feel Again,2023-03-30,34,"['Armin van Buuren', 'Punctual', 'Alika']","['0SfsnGyD8FpIN4U4WCkBZ5', '1ocnIbhFWM9bSPrd7Hu4zF', '1U3n3wACHLjc8sS1obMEuf']",trance
10815,Lay Low,76,0zKbDrEXKpnExhGQRe9dxt,153442,Lay Low,2023-01-06,1,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],trance
10816,Don't Be Shy,74,0bI7K9Becu2dtXK1Q3cZNB,140500,Don't Be Shy,2021-08-12,1,"['Tiësto', 'KAROL G']","['2o5jDhtHVPhrJdv3cEQ99Z', '790FomKkXshlbRYZFtlgla']",trance
10817,In The Dark,68,0IAFmrpi9KF0PP3LONJonm,148930,In The Dark,2024-07-12,1,"['Armin van Buuren', 'David Guetta', 'Aldae']","['0SfsnGyD8FpIN4U4WCkBZ5', '1Cs0zKBU1kc0i8ypK3B9ai', '15SHURx3CnODWKpjmNcxgO']",trance
10818,Hot In It (feat. Charli XCX),69,5pNFibJLq7dvoDVIIcQBkn,129817,DRIVE,2023-04-21,12,"['Tiësto', 'Charli xcx']","['2o5jDhtHVPhrJdv3cEQ99Z', '25uiPmTg16RbhZWAqwLBy5']",trance
10819,BOTH,68,7mobUfp1aL8A6CdugCMWft,188000,BOTH,2023-08-29,1,"['Tiësto', '21 Savage', 'BIA']","['2o5jDhtHVPhrJdv3cEQ99Z', '1URnnhqYAYcrqrcwql10ft', '6veh5zbFpm31XsPdjBgPER']",trance
10820,Alone In A Room,63,5Gw8owErJLfkNxWCSwPQKJ,245861,Asking Alexandria,2017-12-15,13,['Asking Alexandria'],['1caBfBEapzw8z2Qz9q0OaQ'],trance
10821,We Got the Moves,68,0W4N0KzHKWQp2Wn1Mf6uMa,206133,TEKKNO,2022-09-16,10,['Electric Callboy'],['1WNoKxsp715jez1Td4vthc'],trance
10822,Not Even Love,61,65s9dLrylbHp60IYIcUZEz,245538,Not Even Love,2024-03-22,1,"['Seven Lions', 'ILLENIUM', 'ÁSDÍS']","['6fcTRFpz0yH79qSKfof7lp', '45eNHdiiabvmbp4erw26rg', '28y5ZcfpdZAfeEE5ftCfUg']",trance
10823,This Is What It Feels Like,71,5GjnIpUlLGEIYk052ISOw9,204360,Intense,2013-05-03,15,"['Armin van Buuren', 'Trevor Guthrie']","['0SfsnGyD8FpIN4U4WCkBZ5', '6NXk2pLFocS2OkNdT7ncBt']",trance
10824,Jackie Chan,64,4vvnuJlgBeNVwq3TNmLMNX,215759,The London Sessions,2020-05-15,13,"['Tiësto', 'Dzeko', 'Preme', 'Post Malone']","['2o5jDhtHVPhrJdv3cEQ99Z', '5vQfv3s2Z2SRdPZKr82ABw', '0bdJZl7TDeiymDYzMJnVh2', '246dkjvS1zLTtiykXe5h60']",trance
10825,Mockingbird,76,2x4JC9TxW2LACuuxbsncfG,154838,Mockingbird,2024-05-03,1,"['Tiësto', 'Dimitri Vegas & Like Mike', 'Gabry Ponte']","['2o5jDhtHVPhrJdv3cEQ99Z', '73jBynjsVtofjRpdpRAJGk', '5ENS85nZShljwNgg4wFD7D']",trance
10826,Not The American Average,61,76LGCP0g9nVknR7HD2Jjyp,279226,Stand Up And Scream,2009-09-15,13,['Asking Alexandria'],['1caBfBEapzw8z2Qz9q0OaQ'],trance
10827,All Nighter,68,3jksOdXCaDXyGiZ7L4YZbp,134880,DRIVE,2023-04-21,12,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],trance
10828,All My Life,71,3qCCQas6tIP15Yjgu3gl9S,146974,All My Life,2024-01-05,1,"['Tiësto', 'FAST BOY']","['2o5jDhtHVPhrJdv3cEQ99Z', '56Qz2XwGj7FxnNKrfkWjnb']",trance
